invoice_id,customer_id,invoice_month,billed_amount,discount_amount,paid_amount,payment_status
INV-0006-202605,6,2026-05-01,1980,424.33,1555.67,Paid
INV-0006-202606,6,2026-06-01,1980,0.0,0.0,Failed
INV-0006-202607,6,2026-07-01,1980,0.0,1980.0,Paid
INV-0007-202308,7,2023-08-01,5940,0.0,0.0,Failed
INV-0007-202408,7,2024-08-01,5940,0.0,0.0,Failed
INV-0007-202508,7,2025-08-01,5940,0.0,5940.0,Paid
INV-0008-202410,8,2024-10-01,49,0.0,49.0,Paid
INV-0008-202411,8,2024-11-01,49,0.0,49.0,Paid
INV-0008-202412,8,2024-12-01,49,0.0,49.0,Paid
INV-0008-202501,8,2025-01-01,49,0.0,49.0,Paid
INV-0008-202502,8,2025-02-01,49,9.92,39.08,Paid
INV-0008-202503,8,2025-03-01,49,0.0,49.0,Paid
INV-0008-202504,8,2025-04-01,49,0.0,49.0,Paid
INV-0008-202505,8,2025-05-01,49,8.28,40.72,Paid
INV-0008-202506,8,2025-06-01,49,0.0,49.0,Paid
INV-0008-202507,8,2025-07-01,49,0.0,49.0,Paid
INV-0008-202508,8,2025-08-01,49,4.09,44.91,Paid
INV-0008-202509,8,2025-09-01,49,0.0,49.0,Paid
INV-0008-202510,8,2025-10-01,49,0.0,49.0,Paid
INV-0008-202511,8,2025-11-01,49,0.0,49.0,Paid
INV-0008-202512,8,2025-12-01,49,0.0,49.0,Paid
INV-0008-202601,8,2026-01-01,49,0.0,49.0,Paid
INV-0008-202602,8,2026-02-01,49,6.0,43.0,Paid
INV-0008-202603,8,2026-03-01,49,0.0,49.0,Paid
INV-0008-202604,8,2026-04-01,49,0.0,0.0,Failed
INV-0008-202605,8,2026-05-01,49,0.0,49.0,Paid
INV-0008-202606,8,2026-06-01,49,0.0,49.0,Paid
INV-0008-202607,8,2026-07-01,49,0.0,49.0,Paid
INV-0009-202401,9,2024-01-01,22572,4336.47,18235.53,Paid
INV-0009-202501,9,2025-01-01,22572,0.0,22572.0,Paid
INV-0009-202601,9,2026-01-01,22572,0.0,22572.0,Paid
INV-0010-202502,10,2025-02-01,1881,317.43,1563.57,Paid
INV-0010-202503,10,2025-03-01,1881,0.0,1881.0,Paid
INV-0010-202504,10,2025-04-01,1881,0.0,1881.0,Paid
INV-0010-202505,10,2025-05-01,1881,0.0,1881.0,Paid
INV-0010-202506,10,2025-06-01,1881,0.0,1881.0,Paid
INV-0010-202507,10,2025-07-01,1881,0.0,1881.0,Paid
INV-0010-202508,10,2025-08-01,1881,190.63,1690.37,Paid
INV-0010-202509,10,2025-09-01,1881,0.0,1881.0,Paid
INV-0010-202510,10,2025-10-01,1881,0.0,1881.0,Paid
INV-0010-202511,10,2025-11-01,1881,0.0,1881.0,Paid
INV-0010-202512,10,2025-12-01,1881,0.0,1881.0,Paid
INV-0010-202601,10,2026-01-01,1881,0.0,1881.0,Paid
INV-0010-202602,10,2026-02-01,1881,0.0,1881.0,Paid
INV-0010-202603,10,2026-03-01,1881,0.0,1881.0,Paid
INV-0010-202604,10,2026-04-01,1881,0.0,1881.0,Paid
INV-0010-202605,10,2026-05-01,1881,245.3,0.0,Failed
INV-0010-202606,10,2026-06-01,1881,0.0,1881.0,Paid
INV-0010-202607,10,2026-07-01,1881,0.0,1881.0,Paid
INV-0011-202402,11,2024-02-01,49,0.0,49.0,Paid
INV-0011-202403,11,2024-03-01,49,0.0,49.0,Paid
INV-0011-202404,11,2024-04-01,49,0.0,49.0,Paid
INV-0011-202405,11,2024-05-01,49,0.0,49.0,Paid
INV-0011-202406,11,2024-06-01,49,10.99,38.01,Paid
INV-0011-202407,11,2024-07-01,49,0.0,0.0,Failed
INV-0011-202408,11,2024-08-01,49,0.0,49.0,Paid
INV-0011-202409,11,2024-09-01,49,0.0,49.0,Paid
INV-0011-202410,11,2024-10-01,49,0.0,49.0,Paid
INV-0011-202411,11,2024-11-01,49,0.0,49.0,Paid
INV-0011-202412,11,2024-12-01,49,0.0,49.0,Paid
INV-0011-202501,11,2025-01-01,49,0.0,49.0,Paid
INV-0011-202502,11,2025-02-01,49,5.25,43.75,Paid
INV-0011-202503,11,2025-03-01,49,0.0,49.0,Paid
INV-0011-202504,11,2025-04-01,49,0.0,49.0,Paid
INV-0011-202505,11,2025-05-01,49,0.0,49.0,Paid
INV-0011-202506,11,2025-06-01,49,0.0,0.0,Failed
INV-0011-202507,11,2025-07-01,49,0.0,49.0,Paid
INV-0011-202508,11,2025-08-01,49,0.0,49.0,Paid
INV-0011-202509,11,2025-09-01,49,0.0,49.0,Paid
INV-0011-202510,11,2025-10-01,49,0.0,49.0,Paid
INV-0011-202511,11,2025-11-01,49,0.0,49.0,Paid
INV-0011-202512,11,2025-12-01,49,3.81,45.19,Paid
INV-0011-202601,11,2026-01-01,49,0.0,49.0,Paid
INV-0011-202602,11,2026-02-01,49,0.0,49.0,Paid
INV-0011-202603,11,2026-03-01,49,0.0,49.0,Paid
INV-0011-202604,11,2026-04-01,49,0.0,49.0,Paid
INV-0011-202605,11,2026-05-01,49,11.7,0.0,Failed
INV-0011-202606,11,2026-06-01,49,0.0,49.0,Paid
INV-0011-202607,11,2026-07-01,49,0.0,0.0,Failed
INV-0012-202604,12,2026-04-01,7128,0.0,7128.0,Paid
INV-0013-202312,13,2023-12-01,588,79.22,508.78,Paid
INV-0013-202412,13,2024-12-01,588,0.0,588.0,Paid
INV-0013-202512,13,2025-12-01,588,0.0,588.0,Paid
INV-0014-202312,14,2023-12-01,230076,0.0,230076.0,Paid
INV-0014-202412,14,2024-12-01,230076,0.0,230076.0,Paid
INV-0014-202512,14,2025-12-01,230076,49436.17,180639.83,Paid
INV-0015-202410,15,2024-10-01,196,33.44,162.56,Paid
INV-0015-202411,15,2024-11-01,196,23.22,172.78,Paid
INV-0015-202412,15,2024-12-01,196,0.0,196.0,Paid
INV-0015-202501,15,2025-01-01,196,0.0,0.0,Failed
INV-0015-202502,15,2025-02-01,196,38.11,157.89,Paid
INV-0015-202503,15,2025-03-01,196,33.87,162.13,Paid
INV-0015-202504,15,2025-04-01,196,0.0,196.0,Paid
INV-0015-202505,15,2025-05-01,196,0.0,196.0,Paid
INV-0015-202506,15,2025-06-01,196,0.0,196.0,Paid
INV-0015-202507,15,2025-07-01,196,0.0,196.0,Paid
INV-0015-202508,15,2025-08-01,196,0.0,196.0,Paid
INV-0015-202509,15,2025-09-01,196,43.3,152.7,Paid
INV-0015-202510,15,2025-10-01,196,0.0,196.0,Paid
INV-0015-202511,15,2025-11-01,196,0.0,196.0,Paid
INV-0015-202512,15,2025-12-01,196,0.0,196.0,Paid
INV-0015-202601,15,2026-01-01,196,0.0,196.0,Paid
INV-0015-202602,15,2026-02-01,196,0.0,196.0,Paid
INV-0015-202603,15,2026-03-01,196,0.0,196.0,Paid
INV-0015-202604,15,2026-04-01,196,0.0,0.0,Failed
INV-0015-202605,15,2026-05-01,196,0.0,196.0,Paid
INV-0015-202606,15,2026-06-01,196,0.0,196.0,Paid
INV-0015-202607,15,2026-07-01,196,0.0,196.0,Paid
INV-0016-202503,16,2025-03-01,693,0.0,0.0,Failed
INV-0016-202504,16,2025-04-01,693,0.0,693.0,Paid
INV-0016-202505,16,2025-05-01,693,0.0,693.0,Paid
INV-0016-202506,16,2025-06-01,693,0.0,693.0,Paid
INV-0016-202507,16,2025-07-01,693,48.42,644.58,Paid
INV-0016-202508,16,2025-08-01,693,0.0,693.0,Paid
INV-0016-202509,16,2025-09-01,693,0.0,693.0,Paid
INV-0016-202510,16,2025-10-01,693,0.0,693.0,Paid
INV-0016-202511,16,2025-11-01,693,0.0,693.0,Paid
INV-0016-202512,16,2025-12-01,693,0.0,693.0,Paid
INV-0016-202601,16,2026-01-01,693,0.0,693.0,Paid
INV-0016-202602,16,2026-02-01,693,0.0,693.0,Paid
INV-0016-202603,16,2026-03-01,693,0.0,693.0,Paid
INV-0016-202604,16,2026-04-01,693,0.0,693.0,Paid
INV-0016-202605,16,2026-05-01,693,0.0,693.0,Paid
INV-0016-202606,16,2026-06-01,693,0.0,693.0,Paid
INV-0016-202607,16,2026-07-01,693,0.0,693.0,Paid
INV-0017-202607,17,2026-07-01,63494,0.0,63494.0,Paid
INV-0018-202408,18,2024-08-01,1764,368.98,1395.02,Paid
INV-0018-202508,18,2025-08-01,1764,0.0,1764.0,Paid
INV-0019-202605,19,2026-05-01,22572,0.0,22572.0,Paid
INV-0020-202311,20,2023-11-01,1746684,0.0,1746684.0,Paid
INV-0020-202411,20,2024-11-01,1746684,0.0,1746684.0,Paid
INV-0020-202511,20,2025-11-01,1746684,0.0,1746684.0,Paid
INV-0021-202504,21,2025-04-01,126389,0.0,126389.0,Paid
INV-0021-202505,21,2025-05-01,126389,0.0,126389.0,Paid
INV-0021-202506,21,2025-06-01,126389,12534.94,113854.06,Paid
INV-0021-202507,21,2025-07-01,126389,0.0,126389.0,Paid
INV-0021-202508,21,2025-08-01,126389,0.0,126389.0,Paid
INV-0021-202509,21,2025-09-01,126389,0.0,126389.0,Paid
INV-0021-202510,21,2025-10-01,126389,0.0,126389.0,Paid
INV-0021-202511,21,2025-11-01,126389,0.0,126389.0,Paid
INV-0021-202512,21,2025-12-01,126389,0.0,126389.0,Paid
INV-0021-202601,21,2026-01-01,126389,26283.27,100105.73,Paid
INV-0021-202602,21,2026-02-01,126389,0.0,126389.0,Paid
INV-0021-202603,21,2026-03-01,126389,0.0,126389.0,Paid
INV-0021-202604,21,2026-04-01,126389,6693.82,119695.18,Paid
INV-0021-202605,21,2026-05-01,126389,0.0,126389.0,Paid
INV-0021-202606,21,2026-06-01,126389,0.0,126389.0,Paid
INV-0021-202607,21,2026-07-01,126389,0.0,126389.0,Paid
INV-0022-202601,22,2026-01-01,18426,4441.41,13984.59,Paid
INV-0022-202602,22,2026-02-01,18426,0.0,18426.0,Paid
INV-0022-202603,22,2026-03-01,18426,0.0,18426.0,Paid
INV-0022-202604,22,2026-04-01,18426,2546.09,0.0,Failed
INV-0022-202605,22,2026-05-01,18426,0.0,18426.0,Paid
INV-0022-202606,22,2026-06-01,18426,0.0,18426.0,Paid
INV-0022-202607,22,2026-07-01,18426,0.0,18426.0,Paid
INV-0023-202605,23,2026-05-01,71712,0.0,71712.0,Paid
INV-0024-202601,24,2026-01-01,239040,0.0,239040.0,Paid
INV-0025-202504,25,2025-04-01,196,0.0,196.0,Paid
INV-0025-202505,25,2025-05-01,196,0.0,196.0,Paid
INV-0025-202506,25,2025-06-01,196,34.52,161.48,Paid
INV-0025-202507,25,2025-07-01,196,0.0,196.0,Paid
INV-0025-202508,25,2025-08-01,196,0.0,196.0,Paid
INV-0025-202509,25,2025-09-01,196,25.8,170.2,Paid
INV-0025-202510,25,2025-10-01,196,0.0,196.0,Paid
INV-0025-202511,25,2025-11-01,196,0.0,196.0,Paid
INV-0025-202512,25,2025-12-01,196,0.0,196.0,Paid
INV-0025-202601,25,2026-01-01,196,0.0,196.0,Paid
INV-0025-202602,25,2026-02-01,196,0.0,196.0,Paid
INV-0025-202603,25,2026-03-01,196,0.0,196.0,Paid
INV-0025-202604,25,2026-04-01,196,18.32,177.68,Paid
INV-0025-202605,25,2026-05-01,196,0.0,196.0,Paid
INV-0025-202606,25,2026-06-01,196,0.0,0.0,Failed
INV-0025-202607,25,2026-07-01,196,0.0,196.0,Paid
INV-0026-202510,26,2025-10-01,11205,0.0,11205.0,Paid
INV-0026-202511,26,2025-11-01,11205,0.0,11205.0,Paid
INV-0026-202512,26,2025-12-01,11205,0.0,11205.0,Paid
INV-0026-202601,26,2026-01-01,11205,0.0,11205.0,Paid
INV-0026-202602,26,2026-02-01,11205,0.0,11205.0,Paid
INV-0026-202603,26,2026-03-01,11205,0.0,11205.0,Paid
INV-0026-202604,26,2026-04-01,11205,0.0,11205.0,Paid
INV-0026-202605,26,2026-05-01,11205,0.0,11205.0,Paid
INV-0026-202606,26,2026-06-01,11205,0.0,11205.0,Paid
INV-0026-202607,26,2026-07-01,11205,0.0,11205.0,Paid
INV-0027-202402,27,2024-02-01,495,0.0,495.0,Paid
INV-0027-202403,27,2024-03-01,495,112.38,382.62,Paid
INV-0027-202404,27,2024-04-01,495,0.0,0.0,Failed
INV-0027-202405,27,2024-05-01,495,0.0,495.0,Paid
INV-0027-202406,27,2024-06-01,495,0.0,495.0,Paid
INV-0027-202407,27,2024-07-01,495,0.0,495.0,Paid
INV-0027-202408,27,2024-08-01,495,0.0,495.0,Paid
INV-0027-202409,27,2024-09-01,495,0.0,495.0,Paid
INV-0027-202410,27,2024-10-01,495,0.0,495.0,Paid
INV-0027-202411,27,2024-11-01,495,0.0,495.0,Paid
INV-0027-202412,27,2024-12-01,495,0.0,495.0,Paid
INV-0027-202501,27,2025-01-01,495,0.0,495.0,Paid
INV-0027-202502,27,2025-02-01,495,78.37,416.63,Paid
INV-0027-202503,27,2025-03-01,495,0.0,0.0,Failed
INV-0027-202504,27,2025-04-01,495,0.0,495.0,Paid
INV-0027-202505,27,2025-05-01,495,84.32,410.68,Paid
INV-0027-202506,27,2025-06-01,495,0.0,495.0,Paid
INV-0027-202507,27,2025-07-01,495,0.0,495.0,Paid
INV-0027-202508,27,2025-08-01,495,0.0,495.0,Paid
INV-0027-202509,27,2025-09-01,495,0.0,495.0,Paid
INV-0027-202510,27,2025-10-01,495,0.0,495.0,Paid
INV-0027-202511,27,2025-11-01,495,0.0,495.0,Paid
INV-0027-202512,27,2025-12-01,495,0.0,495.0,Paid
INV-0027-202601,27,2026-01-01,495,0.0,495.0,Paid
INV-0027-202602,27,2026-02-01,495,0.0,495.0,Paid
INV-0027-202603,27,2026-03-01,495,0.0,495.0,Paid
INV-0027-202604,27,2026-04-01,495,0.0,495.0,Paid
INV-0027-202605,27,2026-05-01,495,81.19,413.81,Paid
INV-0027-202606,27,2026-06-01,495,0.0,0.0,Failed
INV-0027-202607,27,2026-07-01,495,112.45,382.55,Paid
INV-0028-202506,28,2025-06-01,9504,815.28,8688.72,Paid
INV-0028-202606,28,2026-06-01,9504,0.0,9504.0,Paid
INV-0029-202511,29,2025-11-01,1176,0.0,1176.0,Paid
INV-0030-202309,30,2023-09-01,49,0.0,0.0,Failed
INV-0030-202310,30,2023-10-01,49,0.0,49.0,Paid
INV-0030-202311,30,2023-11-01,49,0.0,49.0,Paid
INV-0030-202312,30,2023-12-01,49,0.0,49.0,Paid
INV-0030-202401,30,2024-01-01,49,0.0,49.0,Paid
INV-0030-202402,30,2024-02-01,49,0.0,49.0,Paid
INV-0030-202403,30,2024-03-01,49,0.0,49.0,Paid
INV-0030-202404,30,2024-04-01,49,0.0,49.0,Paid
INV-0030-202405,30,2024-05-01,49,0.0,49.0,Paid
INV-0030-202406,30,2024-06-01,49,0.0,49.0,Paid
INV-0030-202407,30,2024-07-01,49,0.0,49.0,Paid
INV-0030-202408,30,2024-08-01,49,0.0,49.0,Paid
INV-0030-202409,30,2024-09-01,49,0.0,49.0,Paid
INV-0030-202410,30,2024-10-01,49,0.0,49.0,Paid
INV-0030-202411,30,2024-11-01,49,0.0,49.0,Paid
INV-0030-202412,30,2024-12-01,49,0.0,49.0,Paid
INV-0030-202501,30,2025-01-01,49,0.0,49.0,Paid
INV-0030-202502,30,2025-02-01,49,0.0,49.0,Paid
INV-0030-202503,30,2025-03-01,49,7.29,41.71,Paid
INV-0030-202504,30,2025-04-01,49,0.0,49.0,Paid
INV-0030-202505,30,2025-05-01,49,3.49,45.51,Paid
INV-0030-202506,30,2025-06-01,49,3.91,45.09,Paid
INV-0030-202507,30,2025-07-01,49,0.0,49.0,Paid
INV-0030-202508,30,2025-08-01,49,4.39,44.61,Paid
INV-0030-202509,30,2025-09-01,49,0.0,49.0,Paid
INV-0030-202510,30,2025-10-01,49,0.0,49.0,Paid
INV-0030-202511,30,2025-11-01,49,0.0,49.0,Paid
INV-0030-202512,30,2025-12-01,49,0.0,49.0,Paid
INV-0030-202601,30,2026-01-01,49,0.0,49.0,Paid
INV-0030-202602,30,2026-02-01,49,10.09,0.0,Failed
INV-0030-202603,30,2026-03-01,49,0.0,49.0,Paid
INV-0030-202604,30,2026-04-01,49,7.52,41.48,Paid
INV-0030-202605,30,2026-05-01,49,0.0,49.0,Paid
INV-0030-202606,30,2026-06-01,49,0.0,49.0,Paid
INV-0030-202607,30,2026-07-01,49,0.0,49.0,Paid
INV-0031-202410,31,2024-10-01,1584,0.0,1584.0,Paid
INV-0031-202411,31,2024-11-01,1584,0.0,1584.0,Paid
INV-0031-202412,31,2024-12-01,1584,0.0,1584.0,Paid
INV-0031-202501,31,2025-01-01,1584,0.0,1584.0,Paid
INV-0031-202502,31,2025-02-01,1584,0.0,1584.0,Paid
INV-0031-202503,31,2025-03-01,1584,0.0,0.0,Failed
INV-0031-202504,31,2025-04-01,1584,0.0,0.0,Failed
INV-0031-202505,31,2025-05-01,1584,0.0,1584.0,Paid
INV-0031-202506,31,2025-06-01,1584,105.61,0.0,Failed
INV-0031-202507,31,2025-07-01,1584,0.0,1584.0,Paid
INV-0031-202508,31,2025-08-01,1584,0.0,1584.0,Paid
INV-0031-202509,31,2025-09-01,1584,0.0,0.0,Failed
INV-0031-202510,31,2025-10-01,1584,360.62,1223.38,Paid
INV-0031-202511,31,2025-11-01,1584,0.0,1584.0,Paid
INV-0031-202512,31,2025-12-01,1584,0.0,1584.0,Paid
INV-0031-202601,31,2026-01-01,1584,0.0,1584.0,Paid
INV-0031-202602,31,2026-02-01,1584,0.0,1584.0,Paid
INV-0031-202603,31,2026-03-01,1584,0.0,1584.0,Paid
INV-0031-202604,31,2026-04-01,1584,0.0,1584.0,Paid
INV-0031-202605,31,2026-05-01,1584,0.0,1584.0,Paid
INV-0031-202606,31,2026-06-01,1584,0.0,1584.0,Paid
INV-0031-202607,31,2026-07-01,1584,0.0,1584.0,Paid
INV-0032-202308,32,2023-08-01,11880,0.0,11880.0,Paid
INV-0032-202408,32,2024-08-01,11880,0.0,11880.0,Paid
INV-0032-202508,32,2025-08-01,11880,0.0,0.0,Failed
INV-0033-202405,33,2024-05-01,78469,0.0,78469.0,Paid
INV-0033-202406,33,2024-06-01,78469,0.0,78469.0,Paid
INV-0033-202407,33,2024-07-01,78469,0.0,78469.0,Paid
INV-0033-202408,33,2024-08-01,78469,0.0,78469.0,Paid
INV-0033-202409,33,2024-09-01,78469,0.0,78469.0,Paid
INV-0033-202410,33,2024-10-01,78469,13640.87,64828.13,Paid
INV-0033-202411,33,2024-11-01,78469,0.0,78469.0,Paid
INV-0033-202412,33,2024-12-01,78469,0.0,0.0,Failed
INV-0033-202501,33,2025-01-01,78469,0.0,78469.0,Paid
INV-0033-202502,33,2025-02-01,78469,16137.52,62331.48,Paid
INV-0033-202503,33,2025-03-01,78469,16827.36,61641.64,Paid
INV-0033-202504,33,2025-04-01,78469,11663.53,0.0,Failed
INV-0033-202505,33,2025-05-01,78469,0.0,0.0,Failed
INV-0033-202506,33,2025-06-01,78469,0.0,78469.0,Paid
INV-0033-202507,33,2025-07-01,78469,0.0,78469.0,Paid
INV-0033-202508,33,2025-08-01,78469,0.0,78469.0,Paid
INV-0033-202509,33,2025-09-01,78469,0.0,78469.0,Paid
INV-0033-202510,33,2025-10-01,78469,0.0,78469.0,Paid
INV-0033-202511,33,2025-11-01,78469,0.0,78469.0,Paid
INV-0033-202512,33,2025-12-01,78469,0.0,78469.0,Paid
INV-0033-202601,33,2026-01-01,78469,0.0,78469.0,Paid
INV-0033-202602,33,2026-02-01,78469,0.0,78469.0,Paid
INV-0033-202603,33,2026-03-01,78469,0.0,78469.0,Paid
INV-0033-202604,33,2026-04-01,78469,0.0,0.0,Failed
INV-0033-202605,33,2026-05-01,78469,0.0,78469.0,Paid
INV-0033-202606,33,2026-06-01,78469,0.0,78469.0,Paid
INV-0033-202607,33,2026-07-01,78469,0.0,78469.0,Paid
INV-0034-202605,34,2026-05-01,10707,0.0,10707.0,Paid
INV-0034-202606,34,2026-06-01,10707,0.0,10707.0,Paid
INV-0034-202607,34,2026-07-01,10707,0.0,10707.0,Paid
INV-0035-202511,35,2025-11-01,10692,944.15,9747.85,Paid
INV-0036-202402,36,2024-02-01,2352,0.0,2352.0,Paid
INV-0036-202502,36,2025-02-01,2352,0.0,0.0,Failed
INV-0036-202602,36,2026-02-01,2352,162.25,2189.75,Paid
INV-0037-202412,37,2024-12-01,15189,0.0,15189.0,Paid
INV-0037-202501,37,2025-01-01,15189,2912.12,12276.88,Paid
INV-0037-202502,37,2025-02-01,15189,1931.27,13257.73,Paid
INV-0037-202503,37,2025-03-01,15189,2728.46,12460.54,Paid
INV-0037-202504,37,2025-04-01,15189,0.0,15189.0,Paid
INV-0037-202505,37,2025-05-01,15189,0.0,15189.0,Paid
INV-0037-202506,37,2025-06-01,15189,0.0,15189.0,Paid
INV-0037-202507,37,2025-07-01,15189,0.0,15189.0,Paid
INV-0037-202508,37,2025-08-01,15189,0.0,15189.0,Paid
INV-0037-202509,37,2025-09-01,15189,0.0,15189.0,Paid
INV-0037-202510,37,2025-10-01,15189,0.0,15189.0,Paid
INV-0037-202511,37,2025-11-01,15189,0.0,15189.0,Paid
INV-0037-202512,37,2025-12-01,15189,3164.57,12024.43,Paid
INV-0037-202601,37,2026-01-01,15189,0.0,15189.0,Paid
INV-0037-202602,37,2026-02-01,15189,0.0,15189.0,Paid
INV-0037-202603,37,2026-03-01,15189,0.0,15189.0,Paid
INV-0037-202604,37,2026-04-01,15189,0.0,15189.0,Paid
INV-0037-202605,37,2026-05-01,15189,2026.81,13162.19,Paid
INV-0037-202606,37,2026-06-01,15189,0.0,0.0,Failed
INV-0037-202607,37,2026-07-01,15189,0.0,0.0,Failed
INV-0038-202312,38,2023-12-01,11880,0.0,11880.0,Paid
INV-0038-202412,38,2024-12-01,11880,0.0,11880.0,Paid
INV-0038-202512,38,2025-12-01,11880,0.0,11880.0,Paid
INV-0039-202511,39,2025-11-01,891,0.0,891.0,Paid
INV-0039-202512,39,2025-12-01,891,0.0,891.0,Paid
INV-0039-202601,39,2026-01-01,891,0.0,891.0,Paid
INV-0039-202602,39,2026-02-01,891,0.0,891.0,Paid
INV-0039-202603,39,2026-03-01,891,0.0,0.0,Failed
INV-0039-202604,39,2026-04-01,891,168.46,722.54,Paid
INV-0039-202605,39,2026-05-01,891,0.0,891.0,Paid
INV-0039-202606,39,2026-06-01,891,0.0,891.0,Paid
INV-0039-202607,39,2026-07-01,891,0.0,891.0,Paid
INV-0040-202512,40,2025-12-01,147,0.0,147.0,Paid
INV-0040-202601,40,2026-01-01,147,0.0,0.0,Failed
INV-0040-202602,40,2026-02-01,147,0.0,147.0,Paid
INV-0040-202603,40,2026-03-01,147,0.0,147.0,Paid
INV-0040-202604,40,2026-04-01,147,0.0,147.0,Paid
INV-0040-202605,40,2026-05-01,147,0.0,147.0,Paid
INV-0040-202606,40,2026-06-01,147,26.61,120.39,Paid
INV-0040-202607,40,2026-07-01,147,0.0,147.0,Paid
INV-0041-202506,41,2025-06-01,1176,0.0,1176.0,Paid
INV-0041-202606,41,2026-06-01,1176,0.0,1176.0,Paid
INV-0042-202607,42,2026-07-01,245,0.0,245.0,Paid
INV-0043-202606,43,2026-06-01,7128,0.0,0.0,Failed
INV-0044-202409,44,2024-09-01,1176,0.0,1176.0,Paid
INV-0044-202509,44,2025-09-01,1176,0.0,1176.0,Paid
INV-0045-202602,45,2026-02-01,1764,0.0,1764.0,Paid
INV-0046-202604,46,2026-04-01,71712,0.0,71712.0,Paid
INV-0047-202501,47,2025-01-01,2352,0.0,2352.0,Paid
INV-0047-202601,47,2026-01-01,2352,0.0,2352.0,Paid
INV-0048-202606,48,2026-06-01,147,0.0,147.0,Paid
INV-0048-202607,48,2026-07-01,147,0.0,147.0,Paid
INV-0049-202601,49,2026-01-01,1176,0.0,1176.0,Paid
INV-0050-202406,50,2024-06-01,196,0.0,196.0,Paid
INV-0050-202407,50,2024-07-01,196,0.0,196.0,Paid
INV-0050-202408,50,2024-08-01,196,0.0,196.0,Paid
INV-0050-202409,50,2024-09-01,196,0.0,196.0,Paid
INV-0050-202410,50,2024-10-01,196,0.0,196.0,Paid
INV-0050-202411,50,2024-11-01,196,0.0,196.0,Paid
INV-0050-202412,50,2024-12-01,196,0.0,196.0,Paid
INV-0050-202501,50,2025-01-01,196,0.0,0.0,Failed
INV-0050-202502,50,2025-02-01,196,0.0,196.0,Paid
INV-0050-202503,50,2025-03-01,196,0.0,196.0,Paid
INV-0050-202504,50,2025-04-01,196,11.64,184.36,Paid
INV-0050-202505,50,2025-05-01,196,0.0,196.0,Paid
INV-0050-202506,50,2025-06-01,196,0.0,196.0,Paid
INV-0050-202507,50,2025-07-01,196,0.0,196.0,Paid
INV-0050-202508,50,2025-08-01,196,0.0,196.0,Paid
INV-0050-202509,50,2025-09-01,196,0.0,196.0,Paid
INV-0050-202510,50,2025-10-01,196,0.0,196.0,Paid
